Time Step,Load (kWh),Solar Production (kWh),Curtailment (kWh),Battery Charge (kWh),Battery Discharge (kWh),State of Charge (kWh),Lost Load (kWh),Generator Production (kWh),Generator Fuel Consumption (liters),Generator Efficiency (kWh/liter),Generator Load Factor (%)
43,11.85541425,1.2250742634057519,0.0,0.0,0.0,11.339826081257568,0.0,10.63033998659425,3.428599360521165,3.100490570288849,91.7613625792146
44,15.68789085,0.10208952195047934,0.0,0.0,2.5199613513905708,8.945862797436526,1.4810730466589495,11.58476693,3.6658152740751477,3.1602156856970196,100.0
45,18.45821752,0.0,0.0,0.0,1.724184082530389,7.307887919032655,5.149266507469612,11.58476693,3.6658152740751477,3.1602156856970196,100.0
46,19.42680908,0.0,0.0,0.0,2.5199613513905708,4.913924635211613,5.322080798609431,11.58476693,3.6658152740751477,3.1602156856970196,100.0
47,17.10758645,0.0,0.0,0.0,2.5199613513905708,2.5199613513905708,3.002858168609428,11.58476693,3.6658152740751477,3.1602156856970196,100.0
48,12.07170412,0.0,0.0,0.0,0.0,2.5199613513905708,0.486937189999999,11.58476693,3.6658152740751477,3.1602156856970196,100.0
49,9.6333439,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,9.6333439,3.1808031943240245,3.02858847639181,83.15526724196253
50,10.15631543,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,10.15631543,3.3107839855294694,3.067646658432104,87.66957066437934
51,10.69686827,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,10.69686827,3.4451344841723883,3.1049203794927234,92.33563639764999
52,10.96606818,0.0,0.0,0.31974701999999927,0.0,2.82372102039057,0.0,11.2858152,3.591512983857482,3.1423567868821722,97.4194411350147
53,11.90451395,0.0,0.0,0.0,0.31974701999999944,2.5199613513905708,0.0,11.58476693,3.6658152740751477,3.1602156856970196,100.0
54,11.57296465,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,11.57296465,3.6628819027453003,3.1595243737796066,99.89812242169984
55,9.3700984,0.17014920325079888,0.0,0.0,0.0,2.5199613513905708,0.0,9.1999491967492,3.073086075511098,2.9937167299224177,79.41419324479409
56,7.979089283,1.1740295024305123,0.0,0.0,0.0,2.5199613513905708,0.0,6.805059780569488,2.477853633002066,2.746352605308957,58.741447468805376
57,8.245204483,4.491938965821091,0.0,0.0,0.0,2.5199613513905708,0.0,3.7532655171789093,1.748423827563212,2.1466565817796344,32.39828250199341
58,8.844411567,7.571639544660551,0.0,0.0,0.0,2.5199613513905708,0.0,1.2727720223394492,1.198665420526816,1.0618242593334037,10.986600162351728
59,8.095968917,8.095968917,1.7726848715463337,0.0,0.0,2.5199613513905708,0.0,0.0,0.9165775533433086,0.0,0.0
60,8.128766967,9.115142940684505,2.1997790754936215,0.9863759736845038,0.0,3.4570185263908493,0.0,0.0,0.9165775533433086,0.0,0.0
61,8.695596083,11.21555743439057,0.7629464744656698,2.5199613513905708,0.0,5.850981810211891,0.0,0.0,0.9165775533433086,0.0,0.0
62,9.68060375,11.876414386905761,0.0,2.1958106369057617,0.0,7.937001915272365,0.0,0.0,0.9165775533433086,0.0,0.0
63,8.6331896,11.059698211301928,0.0,2.4265086113019283,0.0,10.242185096009196,0.0,0.0,0.9165775533433086,0.0,0.0
64,8.287869217,9.44328078041934,0.0,1.1554115634193387,0.0,11.339826081257568,0.0,0.0,0.9165775533433086,0.0,0.0
65,8.18152345,7.0611919349081536,0.0,0.0,0.0,11.339826081257568,0.0,1.1203315150918467,1.1648796232221204,0.9617573290473987,9.670729863288209
66,8.194821383,4.015521196718853,0.0,0.0,0.0,11.339826081257568,0.0,4.179300186281147,1.8428470306537257,2.2678497546259146,36.07582449896683
67,9.56255075,1.1399996617803525,0.0,0.0,0.0,11.339826081257568,0.0,8.422551088219647,2.8798693984421035,2.924629531039122,72.70367318662704
68,15.38064123,0.10208952195047934,0.0,0.0,2.5199613513905708,8.945862797436526,1.1738234266589496,11.58476693,3.6658152740751477,3.1602156856970196,100.0
69,17.94623455,0.0,0.0,0.0,2.5199613513905708,6.551899513615483,3.8415062686094283,11.58476693,3.6658152740751477,3.1602156856970196,100.0
70,17.66224777,0.0,0.0,0.0,1.7241840825303898,4.913924635211613,4.35329675746961,11.58476693,3.6658152740751477,3.1602156856970196,100.0
71,16.07471115,0.0,0.0,0.0,2.5199613513905708,2.5199613513905708,1.9699828686094274,11.58476693,3.6658152740751477,3.1602156856970196,100.0
72,9.815926883,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,9.815926883,3.2261828741528484,3.0425822917981757,84.73132815111369
73,8.084669767,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,8.084669767,2.7958914398987944,2.8916250651322315,69.78707310946307
74,10.46913242,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,10.46913242,3.3885323858347514,3.089577205684865,90.36981480299836
75,11.33313275,0.0,0.0,0.11698084999999914,0.0,2.63109315889057,0.0,11.4501136,3.6323481628313523,3.152262141929378,98.83766906305813
76,11.70174778,0.0,0.0,0.0,0.11698084999999914,2.5199613513905708,0.0,11.58476693,3.6658152740751477,3.1602156856970196,100.0
77,10.26792875,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,10.26792875,3.338524668932764,3.0755887010660845,88.63301965454387
78,7.646879867,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,7.646879867,2.687081926723665,2.8457933459154976,66.00805966322535
79,7.330550517,0.17014920325079888,0.0,0.0,0.0,2.5199613513905708,0.0,7.160401313749201,2.5661712009409077,2.790305382245651,61.80876453549161
80,7.965375833,1.1740295024305123,0.0,0.0,0.0,2.5199613513905708,0.0,6.791346330569488,2.47444525419193,2.744593487798667,58.623072622916276
81,8.454439817,4.474924045496011,0.0,0.0,0.0,2.5199613513905708,0.0,3.9795157715039897,1.79856827650779,2.2126020032060505,34.35128039735184
82,8.57602605,7.52059478368531,0.0,0.0,0.0,2.5199613513905708,0.0,1.055431266314689,1.1504956075178965,0.9173709655369295,9.110509280782647
83,8.890319983,8.890319983,0.9443039648961751,0.0,0.0,2.5199613513905708,0.0,0.0,0.9165775533433086,0.0,0.0
84,8.37630755,10.89626890139057,0.36760835381231693,2.5199613513905708,0.0,4.913924635211613,0.0,0.0,0.9165775533433086,0.0,0.0
85,8.945404717,10.13615757561265,1.774286651943271,1.1907528586126497,0.0,6.04513985089363,0.0,0.0,0.9165775533433086,0.0,0.0
86,9.164139183,11.68410053439057,0.12425417121487214,2.5199613513905708,0.0,8.439103134714673,0.0,0.0,0.9165775533433086,0.0,0.0
87,7.7799643,10.29992565139057,0.5215636753602393,2.5199613513905708,0.0,10.833066418535715,0.0,0.0,0.9165775533433086,0.0,0.0
88,8.56955115,9.10298237391774,0.0,0.5334312239177397,0.0,11.339826081257568,0.0,0.0,0.9165775533433086,0.0,0.0
89,8.405867817,6.6868636877563965,0.0,0.0,0.0,11.339826081257568,0.0,1.7190041292436042,1.2975650357729347,1.324792270022617,14.838486951274419
90,8.41618545,3.811342152817895,0.0,0.0,0.0,11.339826081257568,0.0,4.604843297182105,1.9371612883854774,2.3771088782287206,39.749123353162744
91,11.6225772,1.2420891837308319,0.0,0.0,0.0,11.339826081257568,0.0,10.380488016269169,3.3665004604393705,3.083465497258356,89.60463407673552
92,15.786373,0.10208952195047934,0.0,0.0,2.5199613513905708,8.945862797436526,1.5795551966589483,11.58476693,3.6658152740751477,3.1602156856970196,100.0
93,17.47995582,0.0,0.0,0.0,2.5199613513905708,6.551899513615483,3.3752275386094293,11.58476693,3.6658152740751477,3.1602156856970196,100.0
94,17.62993208,0.0,0.0,0.0,2.5199613513905708,4.157936229794441,3.5252037986094282,11.58476693,3.6658152740751477,3.1602156856970196,100.0
95,16.23469937,0.0,0.0,0.0,1.7241840825303894,2.5199613513905708,2.9257483574696113,11.58476693,3.6658152740751477,3.1602156856970196,100.0
96,9.79173615,0.0,0.0,0.05442915999999798,0.0,2.571669053390569,0.0,9.846165309999998,3.233698416473609,3.044861963577102,84.99234701478797
97,6.789921033,0.0,0.0,0.0,0.0,2.571669053390569,0.0,6.789921033,2.474091006790001,2.744410377130611,58.61076941838829
98,10.70341155,0.0,0.0,0.0,0.0,2.571669053390569,0.0,10.70341155,3.446760769089808,3.105353770411652,92.39211815545778
99,11.47061705,0.0,0.0,0.11414988000000115,0.0,2.68011143939057,0.0,11.58476693,3.6658152740751477,3.1602156856970196,100.0
100,11.6318666,0.0,0.0,0.0,0.047099669999999705,2.63536675289057,0.0,11.58476693,3.6658152740751477,3.1602156856970196,100.0
101,11.7062463,0.0,0.0,0.0,0.12147936999999942,2.5199613513905708,0.0,11.58476693,3.6658152740751477,3.1602156856970196,100.0
102,7.7570111,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,7.7570111,2.7144542481228267,2.857668758043846,66.958715241067
103,7.076590783,0.17014920325079888,0.0,0.0,0.0,2.5199613513905708,0.0,6.906441579749202,2.5030513459085615,2.759208911570406,59.6165777134819
104,7.715893333,1.2080593430806719,0.0,0.0,0.0,2.5199613513905708,0.0,6.5078339899193285,2.403980312526338,2.707107856087332,56.17578695577027
105,8.630539883,4.338804682895372,0.0,0.0,0.0,2.5199613513905708,0.0,4.291735200104629,1.8677663034610559,2.297790249321796,37.04636637091696
106,8.8908974,7.316415739784352,0.0,0.0,0.0,2.5199613513905708,0.0,1.574481660215648,1.2655341344546798,1.2441242139186504,13.590965357605583
107,8.86780475,9.562385222694898,0.0,0.6945804726948985,0.0,3.1798128004507245,0.0,0.0,0.9165775533433086,0.0,0.0
108,8.25046195,10.77042330139057,0.15315554731071757,2.5199613513905708,0.0,5.573776084271767,0.0,0.0,0.9165775533433086,0.0,0.0
109,9.238662033,9.689205295769957,1.9149703659345274,0.4505432627699569,0.0,6.001792183903226,0.0,0.0,0.9165775533433086,0.0,0.0
110,9.354652283,11.519101060079086,0.0,2.1644487770790857,0.0,8.058018522128357,0.0,0.0,0.9165775533433086,0.0,0.0
111,8.280625767,10.61731028284985,0.0,2.33668451584985,0.0,10.277868812185714,0.0,0.0,0.9165775533433086,0.0,0.0
112,7.985132617,9.10298237391774,0.0,1.1178497569177406,0.0,11.339826081257568,0.0,0.0,0.9165775533433086,0.0,0.0
113,8.1940871,6.567759245480837,0.0,0.0,0.0,11.339826081257568,0.0,1.6263278545191637,1.2770249451544453,1.2735286500785412,14.038503013018005
114,9.313684233,3.7943272324928152,0.0,0.0,0.0,11.339826081257568,0.0,5.519357000507185,2.158301506316435,2.5572687524677917,47.64322868001958
115,12.75434467,1.2250742634057519,0.0,0.0,0.0,11.339826081257568,0.0,11.529270406594248,3.6520220145808286,3.1569553416061633,99.52095261181269
116,15.63581367,0.10208952195047934,0.0,0.0,2.5199613513905708,8.945862797436526,1.4289958666589486,11.58476693,3.6658152740751477,3.1602156856970196,100.0
117,18.26168817,0.0,0.0,0.0,2.5199613513905708,6.551899513615483,4.156959888609428,11.58476693,3.6658152740751477,3.1602156856970196,100.0
118,17.96676322,0.0,0.0,0.0,2.5199613513905708,4.157936229794441,3.8620349386094293,11.58476693,3.6658152740751477,3.1602156856970196,100.0
119,16.72883862,0.0,0.0,0.0,1.7241840825303894,2.5199613513905708,3.419887607469611,11.58476693,3.6658152740751477,3.1602156856970196,100.0
120,8.838906433,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,8.838906433,2.983351507950371,2.9627438836640896,76.29766301219838
121,9.854569033,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,9.854569033,3.235787101042369,3.045493638881703,85.06488816344276
122,10.21794805,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,10.21794805,3.326102327450806,3.07204861548299,88.20158499295763
123,10.69364913,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,10.69364913,3.4443343902089545,3.104707011142219,92.30784870006875
124,10.94198563,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,10.94198563,3.5060566311026236,3.120881029967517,94.45149562452181
125,11.4960981,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,11.4960981,3.643777277707236,3.1549947276782127,99.23460842556631
126,10.99538185,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,10.99538185,3.5193278753766286,3.1242845905124157,94.91241314079677
127,7.478666017,0.15313428292571898,0.0,0.0,0.0,2.5199613513905708,0.0,7.325531734074281,2.607213172548696,2.8097172149959513,63.23417448394261
128,7.9233069,1.088954900805113,0.0,0.0,0.0,2.5199613513905708,0.0,6.834351999194887,2.485134002075106,2.7500939560957884,58.99429863795185
129,8.850985983,4.52596880647125,0.0,0.0,0.0,2.5199613513905708,0.0,4.325017176528749,1.8751426769044908,2.3065003158418547,37.333657229897746
130,8.537748917,7.65671414628595,0.0,0.0,0.0,2.5199613513905708,0.0,0.8810347707140505,1.1118436457959238,0.792408873356787,7.60511433710864
131,8.385048533,8.385048533,1.568679857171734,0.0,0.0,2.5199613513905708,0.0,0.0,0.9165775533433086,0.0,0.0
132,8.39902445,10.918985801390571,0.4980257367380343,2.5199613513905708,0.0,4.913924635211613,0.0,0.0,0.9165775533433086,0.0,0.0
133,9.029612483,11.54957383439057,0.514004676091071,2.5199613513905708,0.0,7.307887919032655,0.0,0.0,0.9165775533433086,0.0,0.0
134,9.594100883,10.177448547298736,1.8010553615575038,0.5833476642987372,0.0,7.862068200116456,0.0,0.0,0.9165775533433086,0.0,0.0
135,8.934539933,11.144772812927327,0.0,2.210232879927327,0.0,9.961789436047416,0.0,0.0,0.9165775533433086,0.0,0.0
136,8.111820333,9.562385222694898,0.0,1.4505648896948973,0.0,11.339826081257568,0.0,0.0,0.9165775533433086,0.0,0.0
137,8.779068567,7.180296377183713,0.0,0.0,0.0,11.339826081257568,0.0,1.5987721898162865,1.2709177094921067,1.2579667258356164,13.800641821080525
138,8.696933183,4.1516405593194925,0.0,0.0,0.0,11.339826081257568,0.0,4.545292623680508,1.923962913356358,2.362463741960199,39.23508043921008
139,11.5672106,1.1399996617803525,0.0,0.0,0.0,11.339826081257568,0.0,10.427210938219647,3.378113104750148,3.086696808214438,90.00794751612362
140,15.36246227,0.08507460162539944,0.0,0.0,1.7241840825303896,9.701851202853698,1.9684366558442103,11.58476693,3.6658152740751477,3.1602156856970196,100.0
141,18.1993805,0.0,0.0,0.0,2.5199613513905708,7.307887919032655,4.094652218609429,11.58476693,3.6658152740751477,3.1602156856970196,100.0
142,18.58526243,0.0,0.0,0.0,2.5199613513905708,4.913924635211613,4.480534148609429,11.58476693,3.6658152740751477,3.1602156856970196,100.0
143,16.6360374,0.0,0.0,0.0,2.5199613513905708,2.5199613513905708,2.531309118609428,11.58476693,3.6658152740751477,3.1602156856970196,100.0
144,10.684722,0.0,0.0,0.1589480399999988,0.0,2.6709619893905696,0.0,10.84367004,3.4816210023103067,3.1145463658463806,93.60283297473295
145,7.501212733,0.0,0.0,0.0,0.0,2.6709619893905696,0.0,7.501212733,2.6508774141568923,2.829709398458076,64.75065729267978
146,10.34066653,0.0,0.0,0.0,0.0,2.6709619893905696,0.0,10.34066653,3.356603118050114,3.0806938343091934,89.26089400401946
147,10.93515067,0.0,0.0,0.0,0.0,2.6709619893905696,0.0,10.93515067,3.504357851230883,3.1204434975609296,94.39249607760559
148,11.41283473,0.0,0.0,0.17193220000000053,0.0,2.83429757939057,0.0,11.58476693,3.6658152740751477,3.1602156856970196,100.0
149,11.91564717,0.0,0.0,0.0,0.33088023999999905,2.5199613513905708,0.0,11.58476693,3.6658152740751477,3.1602156856970196,100.0
150,7.88292955,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,7.88292955,2.7457503681207225,2.8709563846458934,68.0456464737871
151,7.798153783,0.13611936260063912,0.0,0.0,0.0,2.5199613513905708,0.0,7.662034420399361,2.6908484813604234,2.847441791492338,66.13887414996411
152,8.22557895,1.0379101398298731,0.0,0.0,0.0,2.5199613513905708,0.0,7.187668810170126,2.572948339954543,2.7935534882511917,62.04413825155933
153,8.527672483,4.61104340809665,0.0,0.0,0.0,2.5199613513905708,0.0,3.9166290749033497,1.7846305297574458,2.1946442188432527,33.80844084796231
154,8.399083083,7.826863349536749,0.0,0.0,0.0,2.5199613513905708,0.0,0.5722197334632515,1.0434001432021498,0.5484183006790989,4.939415155443714
155,8.51026375,8.51026375,1.7157033653730132,0.0,0.0,2.5199613513905708,0.0,0.0,0.9165775533433086,0.0,0.0
156,8.182117767,10.70207911839057,1.0212009855894717,2.5199613513905708,0.0,4.913924635211613,0.0,0.0,0.9165775533433086,0.0,0.0
157,9.152285083,11.672246434390571,0.748645402917747,2.5199613513905708,0.0,7.307887919032655,0.0,0.0,0.9165775533433086,0.0,0.0
158,9.516354283,9.516354283,2.819462952682919,0.0,0.0,7.307887919032655,0.0,0.0,0.9165775533433086,0.0,0.0
159,8.527798283,10.782451254724467,0.7536647256796982,2.2546529717244677,0.0,9.4498082421709,0.0,0.0,0.9165775533433086,0.0,0.0
160,7.913191167,9.902683629196494,0.0,1.9894924621964938,0.0,11.339826081257568,0.0,0.0,0.9165775533433086,0.0,0.0
161,8.3026042,7.469550022710071,0.0,0.0,0.0,11.339826081257568,0.0,0.8330541772899283,1.1012095785571328,0.7564901300454026,7.190944645874962
162,10.6610973,4.321789762570292,0.0,0.0,0.0,11.339826081257568,0.0,6.339307537429708,2.362094281687054,2.683765667855582,54.7210623721172
163,13.16069262,1.071939980480033,0.0,0.0,0.0,11.339826081257568,0.5039857095199671,11.58476693,3.6658152740751477,3.1602156856970196,100.0
164,15.45246628,0.08507460162539944,0.0,0.0,2.5199613513905708,8.945862797436526,1.2626633969840286,11.58476693,3.6658152740751477,3.1602156856970196,100.0
165,17.38418563,0.0,0.0,0.0,0.3803685125303913,8.584512710532655,5.419050187469609,11.58476693,3.6658152740751477,3.1602156856970196,100.0
166,18.67817102,0.0,0.0,0.0,2.5199613513905708,6.190549426711611,4.57344273860943,11.58476693,3.6658152740751477,3.1602156856970196,100.0
167,17.29487088,0.0,0.0,0.0,2.5199613513905708,3.796586142890569,3.19014259860943,11.58476693,3.6658152740751477,3.1602156856970196,100.0
168,12.9285825,0.0,0.0,0.0,1.3438155699999985,2.5199613513905708,0.0,11.58476693,3.6658152740751477,3.1602156856970196,100.0
169,10.25726937,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,10.25726937,3.3358753571314894,3.0748359191754093,88.54100761783732
170,10.39043113,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,10.39043113,3.368971749440091,3.0841550190282376,89.6904632849614
171,10.89043188,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,10.89043188,3.4932433194208046,3.1175703734847997,94.00648235570502
172,11.14588603,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,11.14588603,3.5567346007410605,3.133741277090989,96.21156901427622
173,10.94728465,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,10.94728465,3.5073736641965927,3.121219949203106,94.49723689866241
174,11.22539605,0.0,0.0,0.0,0.0,2.5199613513905708,0.0,11.22539605,3.5764962411277956,3.138657304015574,96.8979015100479
175,9.673768683,0.13611936260063912,0.0,0.0,0.0,2.5199613513905708,0.0,9.537649320399362,3.1570189987090864,3.0210934189180785,82.32922921997327
176,7.73736085,1.0208952195047933,0.0,0.0,0.0,2.5199613513905708,0.0,6.716465630495207,2.4558341977895433,2.7349019068716403,57.97670053337194
177,8.65503505,4.696118009722049,0.0,0.0,0.0,2.5199613513905708,0.0,3.958917040277951,1.794002924617387,2.2067506055611825,34.17347163045559
178,8.188596433,8.116116995063106,0.0,0.0,0.0,2.5199613513905708,0.0,0.07247943793689515,0.9326413650106155,0.07771415750583846,0.6256443342783344
179,8.51215745,10.56626552187461,0.0,2.0541080718746105,0.0,4.471364019671451,0.0,0.0,0.9165775533433086,0.0,0.0
180,8.331793183,9.175704014298738,2.955934177483222,0.8439108312987371,0.0,5.273079309405251,0.0,0.0,0.9165775533433086,0.0,0.0
181,8.910409017,8.910409017,3.9018259877851573,0.0,0.0,5.273079309405251,0.0,0.0,0.9165775533433086,0.0,0.0
182,9.94010925,12.460070601390571,0.25007488144410495,2.5199613513905708,0.0,7.667042593226293,0.0,0.0,0.9165775533433086,0.0,0.0
183,9.254612733,11.77457408439057,0.05079554153995147,2.5199613513905708,0.0,10.061005877047336,0.0,0.0,0.9165775533433086,0.0,0.0
184,8.794765983,10.140892513747612,0.0,1.346126530747613,0.0,11.339826081257568,0.0,0.0,0.9165775533433086,0.0,0.0
185,8.750149533,7.63969922596087,0.0,0.0,0.0,11.339826081257568,0.0,1.1104503070391303,1.1626896246553198,0.9550702814332966,9.585435026435444
186,10.24583045,4.423879284520771,0.0,0.0,0.0,11.339826081257568,0.0,5.821951165479229,2.233509097401206,2.606638662118433,50.25522913544906
187,12.91249612,1.0379101398298731,0.0,0.0,0.2898190501701263,11.064497983595949,0.0,11.58476693,3.6658152740751477,3.1602156856970196,100.0
188,15.68101768,0.06805968130031956,0.0,0.0,2.5199613513905708,8.670534699774906,1.5082297173091095,11.58476693,3.6658152740751477,3.1602156856970196,100.0
189,17.90097733,0.0,0.0,0.0,2.5199613513905708,6.276571415953864,3.7962490486094285,11.58476693,3.6658152740751477,3.1602156856970196,100.0
190,18.06252442,0.0,0.0,0.0,2.5199613513905708,3.882608132132822,3.9577961386094276,11.58476693,3.6658152740751477,3.1602156856970196,100.0
