Time Step,Load (kWh),Solar Production (kWh),Curtailment (kWh),Battery Charge (kWh),Battery Discharge (kWh),State of Charge (kWh),Lost Load (kWh),Generator Production (kWh)
2194,8.805745817,6.482116959182415,8.881784197001252e-16,0.0,0.0,0.0,0.0,2.323628857817585
2195,8.965039217,8.277752501902889,0.0,0.0,0.0,0.0,0.0,0.6872867150971107
2196,8.566115683,8.566115683,0.8195821537729664,0.0,0.0,0.0,0.0,0.0
2197,8.783764117,8.783764117,1.0858638660380588,0.0,0.0,0.0,0.0,0.0
2198,9.518533267,9.518533267,0.22374467754724492,0.0,0.0,0.0,0.0,0.0
2199,8.206677567,8.206677567,0.7969701543005261,0.0,0.0,0.0,0.0,0.0
2200,8.474033717,7.7556173440905525,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.7184163729094468
2201,8.01813495,5.870836774426509,8.881784197001252e-16,0.0,0.0,0.0,0.0,2.147298175573491
2202,8.90793295,3.2219559738175856,0.0,0.0,0.0,0.0,0.0,5.685976976182413
2203,12.6790329,0.4839301462650919,0.0,0.0,0.0,0.0,0.0,12.195102753734908
2204,15.36555777,0.0,0.0,0.0,0.0,0.0,1.647742519231043,13.717815250768957
2205,17.72941837,0.0,0.0,0.0,0.0,0.0,4.011603119231044,13.717815250768957
2206,18.29360115,0.0,0.0,0.0,0.0,0.0,4.575785899231043,13.717815250768957
2207,16.61270737,0.0,0.0,0.0,0.0,0.0,2.8948921192310415,13.717815250768957
2208,12.34106325,0.0,0.0,0.0,0.0,0.0,0.0,12.34106325
2209,10.03354733,0.0,0.0,0.0,0.0,0.0,0.0,10.03354733
2210,10.43004862,0.0,0.0,0.0,0.0,0.0,0.0,10.43004862
2211,10.75485065,0.0,0.0,0.0,0.0,0.0,0.0,10.75485065
2212,11.22789842,0.0,0.0,0.0,0.0,0.0,0.0,11.22789842
2213,11.3631651,0.0,0.0,0.0,0.0,0.0,0.0,11.3631651
2214,9.871162867,0.0,0.0,0.0,0.0,0.0,0.0,9.871162867
2215,7.686869567,0.0,0.0,0.0,0.0,0.0,0.0,7.686869567
2216,7.969325917,0.8023052424921261,0.0,0.0,0.0,0.0,0.0,7.1670206745078735
2217,8.230325583,3.7950311470262466,4.440892098500626e-16,0.0,0.0,0.0,0.0,4.435294435973754
2218,8.51843375,6.291091901446195,0.0,0.0,0.0,0.0,0.0,2.227341848553805
2219,8.31664915,8.137667459562993,0.0,0.0,0.0,0.0,0.0,0.1789816904370074
2220,8.465118267,8.465118267,0.8314345428293972,0.0,0.0,0.0,0.0,0.0
2221,8.721309833,8.721309833,1.0719081269435708,0.0,0.0,0.0,0.0,0.0
2222,9.432431917,9.432431917,0.19523099290551293,0.0,0.0,0.0,0.0,0.0
2223,8.4990276,8.4990276,0.5300901289986886,0.0,0.0,0.0,0.0,0.0
2224,8.314500833,7.793822355637796,0.0,0.0,0.0,0.0,0.0,0.5206784773622042
2225,8.3273827,5.8963067821246735,-8.881784197001252e-16,0.0,0.0,0.0,0.0,2.431075917875326
2226,9.08688645,3.2856309930629926,0.0,0.0,0.0,0.0,0.0,5.801255456937007
2227,13.2093798,0.5094001539632547,0.0,0.0,0.0,0.0,0.0,12.699979646036747
2228,15.56564718,0.0,0.0,0.0,0.0,0.0,1.8478319292310417,13.717815250768957
2229,17.81667837,0.0,0.0,0.0,0.0,0.0,4.098863119231044,13.717815250768957
2230,18.36939132,0.0,0.0,0.0,0.0,0.0,4.651576069231041,13.717815250768957
2231,17.05761323,0.0,0.0,0.0,0.0,0.0,3.3397979792310437,13.717815250768957
2232,9.312890667,0.0,0.0,0.0,0.0,0.0,0.0,9.312890667
2233,10.50651517,0.0,0.0,0.0,0.0,0.0,0.0,10.50651517
2234,10.41296157,0.0,0.0,0.0,0.0,0.0,0.0,10.41296157
2235,11.1882487,0.0,0.0,0.0,0.0,0.0,0.0,11.1882487
2236,11.51613238,0.0,0.0,0.0,0.0,0.0,0.0,11.51613238
2237,11.49744893,0.0,0.0,0.0,0.0,0.0,0.0,11.49744893
2238,9.72677845,0.0,0.0,0.0,0.0,0.0,0.0,9.72677845
2239,8.079885433,0.0,0.0,0.0,0.0,0.0,0.0,8.079885433
2240,8.139607083,1.006065304077428,0.0,0.0,0.0,0.0,0.0,7.133541778922572
2241,8.372955483,4.113406243253281,0.0,0.0,0.0,0.0,0.0,4.259549239746719
2242,8.637546517,6.673142016918637,-8.881784197001252e-16,0.0,0.0,0.0,0.0,1.964404500081364
2243,8.686724783,8.506982571186352,0.0,0.0,0.0,0.0,0.0,0.17974221181364847
2244,8.667599183,8.667599183,0.8199786845656174,0.0,0.0,0.0,0.0,0.0
2245,8.968724433,8.968724433,0.7480835038490827,0.0,0.0,0.0,0.0,0.0
2246,9.145859417,9.145859417,0.22710341592388517,0.0,0.0,0.0,0.0,0.0
2247,8.568060767,7.4881822632598425,0.0,0.0,0.0,0.0,0.0,1.079878503740158
2248,9.003752517,5.017591516538058,0.0,0.0,0.0,0.0,0.0,3.9861610004619425
2249,8.29195375,2.750760831401575,4.440892098500626e-16,0.0,0.0,0.0,0.0,5.5411929185984246
2250,8.027254983,1.1716203541154857,0.0,0.0,0.0,0.0,0.0,6.8556346288845145
2251,10.58563688,0.26743508083070866,5.551115123125783e-17,0.0,0.0,0.0,0.0,10.318201799169291
2252,15.43936563,0.0,0.0,0.0,0.0,0.0,1.7215503792310418,13.717815250768957
2253,17.60271188,0.0,0.0,0.0,0.0,0.0,3.8848966292310436,13.717815250768957
2254,17.14925128,0.0,0.0,0.0,0.0,0.0,3.431436029231044,13.717815250768957
2255,16.42518425,0.0,0.0,0.0,0.0,0.0,2.7073689992310435,13.717815250768957
2256,10.99713555,0.0,0.0,0.0,0.0,0.0,0.0,10.99713555
2257,7.827751717,0.0,0.0,0.0,0.0,0.0,0.0,7.827751717
2258,10.08672968,0.0,0.0,0.0,0.0,0.0,0.0,10.08672968
2259,10.54216712,0.0,0.0,0.0,0.0,0.0,0.0,10.54216712
2260,11.34844985,0.0,0.0,0.0,0.0,0.0,0.0,11.34844985
2261,11.6715156,0.0,0.0,0.0,0.0,0.0,0.0,11.6715156
2262,9.430111867,0.0,0.0,0.0,0.0,0.0,0.0,9.430111867
2263,7.926474183,0.0,0.0,0.0,0.0,0.0,0.0,7.926474183
2264,8.206940367,1.0952103310209973,0.0,0.0,0.0,0.0,0.0,7.1117300359790026
2265,8.089338217,4.368106320234909,0.0,0.0,0.0,0.0,0.0,3.721231896765091
2266,8.744994083,6.991517113145671,0.0,0.0,0.0,0.0,0.0,1.7534769698543293
2267,8.3722555,8.3722555,0.4403671635643054,0.0,0.0,0.0,0.0,0.0
2268,8.712280583,8.712280583,1.2082874154343841,0.0,0.0,0.0,0.0,0.0
2269,8.784655433,8.784655433,1.6071077078503944,0.0,0.0,0.0,0.0,0.0
2270,9.198898833,9.198898833,1.0782492732086641,0.0,0.0,0.0,0.0,0.0
2271,8.343260617,8.343260617,1.2461972813582687,0.0,0.0,0.0,0.0,0.0
2272,8.7497472,8.277752501902889,0.0,0.0,0.0,0.0,0.0,0.47199469809711125
2273,8.617667417,6.303826905295276,0.0,0.0,0.0,0.0,0.0,2.313840511704724
2274,8.476297617,3.629476096988189,0.0,0.0,0.0,0.0,0.0,4.846821520011812
2275,8.87838005,0.5858101770577429,0.0,0.0,0.0,0.0,0.0,8.292569872942257
2276,14.53759222,0.0,0.0,0.0,0.0,0.0,0.819776969231043,13.717815250768957
2277,17.67626092,0.0,0.0,0.0,0.0,0.0,3.9584456692310432,13.717815250768957
2278,18.3056062,0.0,0.0,0.0,0.0,0.0,4.587790949231042,13.717815250768957
2279,16.70277167,0.0,0.0,0.0,0.0,0.0,2.984956419231043,13.717815250768957
2280,8.226362983,0.0,0.0,0.0,0.0,0.0,0.0,8.226362983
2281,9.011991617,0.0,0.0,0.0,0.0,0.0,0.0,9.011991617
2282,10.62614788,0.0,0.0,0.0,0.0,0.0,0.0,10.62614788
2283,10.87889888,0.0,0.0,0.0,0.0,0.0,0.0,10.87889888
2284,11.47059818,0.0,0.0,0.0,0.0,0.0,0.0,11.47059818
2285,11.76569918,0.0,0.0,0.0,0.0,0.0,0.0,11.76569918
2286,12.01436478,0.0,0.0,0.0,0.0,0.0,0.0,12.01436478
2287,9.90573445,0.0,0.0,0.0,0.0,0.0,0.0,9.90573445
2288,7.745521117,1.0952103310209973,0.0,0.0,0.0,0.0,0.0,6.650310785979003
2289,8.271209767,4.368106320234909,0.0,0.0,0.0,0.0,0.0,3.9031034467650914
2290,8.803766183,6.927842093900263,8.881784197001252e-16,0.0,0.0,0.0,0.0,1.8759240890997377
2291,9.179060783,8.698007628922573,0.0,0.0,0.0,0.0,0.0,0.48105315407742744
2292,8.682545617,8.682545617,1.1106723429435696,0.0,0.0,0.0,0.0,0.0
2293,8.708674633,8.708674633,1.5684734732086643,0.0,0.0,0.0,0.0,0.0
2294,9.739791933,9.739791933,0.46094615011417517,0.0,0.0,0.0,0.0,0.0
2295,8.389177383,8.389177383,1.1620755038110246,0.0,0.0,0.0,0.0,0.0
2296,8.302784217,8.277752501902889,0.0,0.0,0.0,0.0,0.0,0.025031715097110663
2297,8.125119833,6.316561909144357,0.0,0.0,0.0,0.0,0.0,1.8085579238556422
2298,9.751263967,3.629476096988189,0.0,0.0,0.0,0.0,0.0,6.121787870011811
2299,13.16076255,0.5603401693595801,0.0,0.0,0.0,0.0,0.0,12.600422380640419
2300,15.75955952,0.0,0.0,0.0,0.0,0.0,2.0417442692310424,13.717815250768957
2301,18.00954362,0.0,0.0,0.0,0.0,0.0,4.291728369231041,13.717815250768957
2302,17.95511377,0.0,0.0,0.0,0.0,0.0,4.237298519231043,13.717815250768957
2303,16.62425087,0.0,0.0,0.0,0.0,0.0,2.9064356192310434,13.717815250768957
2304,12.86756985,0.0,0.0,0.0,0.0,0.0,0.0,12.86756985
2305,10.17296928,0.0,0.0,0.0,0.0,0.0,0.0,10.17296928
2306,10.5562442,0.0,0.0,0.0,0.0,0.0,0.0,10.5562442
2307,11.43624598,0.0,0.0,0.0,0.0,0.0,0.0,11.43624598
2308,11.87496263,0.0,0.0,0.0,0.0,0.0,0.0,11.87496263
2309,11.7764476,0.0,0.0,0.0,0.0,0.0,0.0,11.7764476
2310,11.9332468,0.0,0.0,0.0,0.0,0.0,0.0,11.9332468
2311,7.684769083,0.0,0.0,0.0,0.0,0.0,0.0,7.684769083
2312,7.92490835,0.624015188604987,0.0,0.0,0.0,0.0,0.0,7.300893161395013
2313,8.344556983,3.54033107004462,0.0,0.0,0.0,0.0,0.0,4.80422591295538
2314,8.541733583,6.354766920691602,0.0,0.0,0.0,0.0,0.0,2.1869666623083974
2315,8.324984817,8.324984817,0.18199775418635156,0.0,0.0,0.0,0.0,0.0
2316,8.44133815,8.44133815,1.33914480609449,0.0,0.0,0.0,0.0,0.0
2317,9.098357983,9.098357983,1.2042601309068264,0.0,0.0,0.0,0.0,0.0
2318,9.261987867,9.261987867,0.9642202238123367,0.0,0.0,0.0,0.0,0.0
2319,8.70317895,8.70317895,0.873543944509187,0.0,0.0,0.0,0.0,0.0
2320,9.0798982,8.303222509601051,0.0,0.0,0.0,0.0,0.0,0.7766756903989496
2321,8.814586433,6.34203191684252,8.881784197001252e-16,0.0,0.0,0.0,0.0,2.472554516157481
2322,9.305308983,3.6422111008372706,-4.440892098500626e-16,0.0,0.0,0.0,0.0,5.663097882162729
2323,13.15664028,0.5476051655104986,0.0,0.0,0.0,0.0,0.0,12.609035114489501
2324,15.23196695,0.0,0.0,0.0,0.0,0.0,1.5141516992310429,13.717815250768957
2325,17.48640865,0.0,0.0,0.0,0.0,0.0,3.768593399231044,13.717815250768957
2326,18.01031998,0.0,0.0,0.0,0.0,0.0,4.292504729231041,13.717815250768957
2327,16.3978309,0.0,0.0,0.0,0.0,0.0,2.6800156492310414,13.717815250768957
2328,8.968884617,0.0,0.0,0.0,0.0,0.0,0.0,8.968884617
2329,9.0398304,0.0,0.0,0.0,0.0,0.0,0.0,9.0398304
2330,10.54558103,0.0,0.0,0.0,0.0,0.0,0.0,10.54558103
2331,11.56164758,0.0,0.0,0.0,0.0,0.0,0.0,11.56164758
2332,11.77391475,0.0,0.0,0.0,0.0,0.0,0.0,11.77391475
2333,11.93921702,0.0,0.0,0.0,0.0,0.0,0.0,11.93921702
2334,11.91604657,0.0,0.0,0.0,0.0,0.0,0.0,11.91604657
2335,8.34411955,0.0,0.0,0.0,0.0,0.0,0.0,8.34411955
2336,8.02790995,1.1461503464173228,0.0,0.0,0.0,0.0,0.0,6.881759603582677
2337,8.454204883,4.546396374122047,8.881784197001252e-16,0.0,0.0,0.0,0.0,3.9078085088779524
2338,8.404028633,7.195277174730971,0.0,0.0,0.0,0.0,0.0,1.2087514582690284
2339,8.597473683,8.597473683,0.4189090421496058,0.0,0.0,0.0,0.0,0.0
2340,8.437328683,8.437328683,1.6869993770196867,0.0,0.0,0.0,0.0,0.0
2341,8.704880017,8.704880017,1.890643185435696,0.0,0.0,0.0,0.0,0.0
2342,9.403604067,9.403604067,1.1027741084921256,0.0,0.0,0.0,0.0,0.0
2343,8.603972017,8.603972017,1.2147159506417324,0.0,0.0,0.0,0.0,0.0
2344,7.950236483,7.950236483,0.5694810920354341,0.0,0.0,0.0,0.0,0.0
2345,8.508822083,6.520321970729659,0.0,0.0,0.0,0.0,0.0,1.9885001122703407
2346,8.45913555,3.7822961431771653,0.0,0.0,0.0,0.0,0.0,4.676839406822834
2347,13.06166407,0.5858101770577429,0.0,0.0,0.0,0.0,0.0,12.475853892942258
2348,15.93713147,0.0,0.0,0.0,0.0,0.0,2.219316219231043,13.717815250768957
2349,17.4408562,0.0,0.0,0.0,0.0,0.0,3.7230409492310415,13.717815250768957
2350,18.68257987,0.0,0.0,0.0,0.0,0.0,4.964764619231044,13.717815250768957
2351,15.9445965,0.0,0.0,0.0,0.0,0.0,2.226781249231042,13.717815250768957
2352,10.7232036,0.0,0.0,0.0,0.0,0.0,0.0,10.7232036
2353,8.496870033,0.0,0.0,0.0,0.0,0.0,0.0,8.496870033
2354,10.5510449,0.0,0.0,0.0,0.0,0.0,0.0,10.5510449
2355,11.28959792,0.0,0.0,0.0,0.0,0.0,0.0,11.28959792
2356,11.53253353,0.0,0.0,0.0,0.0,0.0,0.0,11.53253353
2357,11.54174962,0.0,0.0,0.0,0.0,0.0,0.0,11.54174962
2358,11.90247775,0.0,0.0,0.0,0.0,0.0,0.0,11.90247775
2359,10.6131493,0.0,0.0,0.0,0.0,0.0,0.0,10.6131493
2360,8.334552867,1.006065304077428,0.0,0.0,0.0,0.0,0.0,7.328487562922572
2361,8.501603517,4.266226289442257,8.881784197001252e-16,0.0,0.0,0.0,0.0,4.235377227557742
2362,8.333181267,6.9023720862021,8.881784197001252e-16,0.0,0.0,0.0,0.0,1.4308091807979002
2363,8.76021545,8.710742632771655,0.0,0.0,0.0,0.0,0.0,0.04947281722834518
2364,9.218156517,9.218156517,0.6260014583398963,0.0,0.0,0.0,0.0,0.0
2365,9.37620265,9.37620265,0.9646204754540708,0.0,0.0,0.0,0.0,0.0
2366,9.533715767,9.533715767,0.7306973353595811,0.0,0.0,0.0,0.0,0.0
2367,8.671962717,8.671962717,0.9302301852073498,0.0,0.0,0.0,0.0,0.0
2368,8.57000355,8.303222509601051,0.0,0.0,0.0,0.0,0.0,0.2667810403989481
2369,9.066434217,6.291091901446195,0.0,0.0,0.0,0.0,0.0,2.7753423155538046
2370,8.57433045,3.3620410161574807,0.0,0.0,0.0,0.0,0.0,5.212289433842519
2371,9.203523333,0.35658010777427823,0.0,0.0,0.0,0.0,0.0,8.846943225225722
2372,13.8845221,0.0,0.0,0.0,0.0,0.0,0.1667068492310424,13.717815250768957
2373,17.89688058,0.0,0.0,0.0,0.0,0.0,4.179065329231044,13.717815250768957
2374,17.72179735,0.0,0.0,0.0,0.0,0.0,4.003982099231042,13.717815250768957
2375,16.06687633,0.0,0.0,0.0,0.0,0.0,2.349061079231042,13.717815250768957
2376,12.1784837,0.0,0.0,0.0,0.0,0.0,0.0,12.1784837
2377,8.650808567,0.0,0.0,0.0,0.0,0.0,0.0,8.650808567
2378,10.8188628,0.0,0.0,0.0,0.0,0.0,0.0,10.8188628
2379,11.429317,0.0,0.0,0.0,0.0,0.0,0.0,11.429317
2380,11.70485027,0.0,0.0,0.0,0.0,0.0,0.0,11.70485027
2381,11.76474953,0.0,0.0,0.0,0.0,0.0,0.0,11.76474953
2382,11.15621315,0.0,0.0,0.0,0.0,0.0,0.0,11.15621315
2383,7.628853833,0.0,0.0,0.0,0.0,0.0,0.0,7.628853833
2384,7.957570533,0.4202551270196851,0.0,0.0,0.0,0.0,0.0,7.537315405980315
2385,8.334291233,2.763495835250656,4.440892098500626e-16,0.0,0.0,0.0,0.0,5.570795397749344
2386,8.695763283,5.794426751332022,0.0,0.0,0.0,0.0,0.0,2.901336531667978
2387,8.4192846,7.6282673055997385,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.7910172944002607
2388,8.54556965,8.54556965,0.2797880174133862,0.0,0.0,0.0,0.0,0.0
2389,9.245749867,9.245749867,0.2927680159619417,0.0,0.0,0.0,0.0,0.0
2390,9.678191033,9.614927906056431,0.0,0.0,0.0,0.0,0.0,0.06326312694356773
2391,8.97277755,8.97277755,0.10728019439501324,0.0,0.0,0.0,0.0,0.0
2392,8.4931704,7.908437390279528,0.0,0.0,0.0,0.0,0.0,0.5847330097204724
2393,8.6438545,6.036391824464568,-8.881784197001252e-16,0.0,0.0,0.0,0.0,2.607462675535432
2394,8.351222533,3.3875110238556436,0.0,0.0,0.0,0.0,0.0,4.963711509144356
2395,11.39816765,0.44572513471784786,0.0,0.0,0.0,0.0,0.0,10.952442515282153
2396,15.47782998,0.0,0.0,0.0,0.0,0.0,1.7600147292310417,13.717815250768957
2397,17.78183017,0.0,0.0,0.0,0.0,0.0,4.064014919231042,13.717815250768957
2398,17.81338045,0.0,0.0,0.0,0.0,0.0,4.095565199231043,13.717815250768957
2399,16.42754603,0.0,0.0,0.0,0.0,0.0,2.709730779231041,13.717815250768957
2400,13.0463196,0.0,0.0,0.0,0.0,0.0,0.0,13.0463196
2401,10.20284422,0.0,0.0,0.0,0.0,0.0,0.0,10.20284422
2402,10.67076095,0.0,0.0,0.0,0.0,0.0,0.0,10.67076095
2403,11.16541712,0.0,0.0,0.0,0.0,0.0,0.0,11.16541712
2404,11.39185057,0.0,0.0,0.0,0.0,0.0,0.0,11.39185057
2405,9.8407824,0.0,0.0,0.0,0.0,0.0,0.0,9.8407824
2406,8.168261633,0.0,0.0,0.0,0.0,0.0,0.0,8.168261633
2407,7.508366967,0.0,0.0,0.0,0.0,0.0,0.0,7.508366967
2408,8.104718533,0.8277752501902889,0.0,0.0,0.0,0.0,0.0,7.276943282809711
2409,8.4472891,3.998791208611549,0.0,0.0,0.0,0.0,0.0,4.448497891388452
2410,8.287884233,6.571261986125985,0.0,0.0,0.0,0.0,0.0,1.7166222468740147
2411,8.609908617,8.341427521148296,0.0,0.0,0.0,0.0,0.0,0.26848109585170477
2412,8.4831887,8.4831887,0.940714148320211,0.0,0.0,0.0,0.0,0.0
2413,8.54324355,8.54324355,1.3645894445853042,0.0,0.0,0.0,0.0,0.0
2414,9.07221895,9.07221895,0.7209990099435704,0.0,0.0,0.0,0.0,0.0
2415,8.472859917,8.472859917,0.670872846640421,0.0,0.0,0.0,0.0,0.0
2416,8.238304,7.844762371034121,0.0,0.0,0.0,0.0,0.0,0.3935416289658784
2417,8.262901333,5.667076712841208,0.0,0.0,0.0,0.0,0.0,2.5958246201587922
2418,8.764314583,3.0691359276286088,4.440892098500626e-16,0.0,0.0,0.0,0.0,5.695178655371392
2419,11.82531693,0.34384510392519685,5.551115123125783e-17,0.0,0.0,0.0,0.0,11.481471826074802
2420,15.31115133,0.0,0.0,0.0,0.0,0.0,1.593336079231042,13.717815250768957
2421,17.74202475,0.0,0.0,0.0,0.0,0.0,4.024209499231041,13.717815250768957
2422,18.3158809,0.0,0.0,0.0,0.0,0.0,4.598065649231042,13.717815250768957
2423,16.86109285,0.0,0.0,0.0,0.0,0.0,3.143277599231041,13.717815250768957
2424,12.51660808,0.0,0.0,0.0,0.0,0.0,0.0,12.51660808
2425,10.52293523,0.0,0.0,0.0,0.0,0.0,0.0,10.52293523
2426,10.3656653,0.0,0.0,0.0,0.0,0.0,0.0,10.3656653
2427,11.04179877,0.0,0.0,0.0,0.0,0.0,0.0,11.04179877
2428,11.6961319,0.0,0.0,0.0,0.0,0.0,0.0,11.6961319
2429,11.73620053,0.0,0.0,0.0,0.0,0.0,0.0,11.73620053
2430,11.52044798,0.0,0.0,0.0,0.0,0.0,0.0,11.52044798
2431,7.785199283,0.0,0.0,0.0,0.0,0.0,0.0,7.785199283
2432,7.73930345,0.764100230944882,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,6.9752032190551185
2433,8.777554417,3.833236158573491,0.0,0.0,0.0,0.0,0.0,4.944318258426508
2434,8.3235324,6.278356897597114,0.0,0.0,0.0,0.0,0.0,2.045175502402886
2435,8.2985637,8.061257436468503,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.2373062635314973
2436,8.155396017,8.155396017,1.06474676973491,0.0,0.0,0.0,0.0,0.0
2437,9.11043955,9.11043955,0.6827784099435696,0.0,0.0,0.0,0.0,0.0
2438,9.397235067,9.397235067,0.35777788139632527,0.0,0.0,0.0,0.0,0.0
2439,8.6254724,8.6254724,0.4291153366968512,0.0,0.0,0.0,0.0,0.0
2440,8.181098633,7.793822355637796,0.0,0.0,0.0,0.0,0.0,0.3872762773622034
2441,8.331036583,5.743486735935696,0.0,0.0,0.0,0.0,0.0,2.5875498470643032
2442,9.462016033,2.916315881439633,0.0,0.0,0.0,0.0,0.0,6.545700151560366
2443,12.0468909,0.30564009237795275,5.551115123125783e-17,0.0,0.0,0.0,0.0,11.741250807622047
2444,15.0013697,0.0,0.0,0.0,0.0,0.0,1.2835544492310422,13.717815250768957
2445,18.14924038,0.0,0.0,0.0,0.0,0.0,4.431425129231041,13.717815250768957
2446,17.7066107,0.0,0.0,0.0,0.0,0.0,3.9887954492310413,13.717815250768957
2447,16.64550218,0.0,0.0,0.0,0.0,0.0,2.9276869292310437,13.717815250768957
2448,12.61519175,0.0,0.0,0.0,0.0,0.0,0.0,12.61519175
2449,8.12541125,0.0,0.0,0.0,0.0,0.0,0.0,8.12541125
2450,10.52444613,0.0,0.0,0.0,0.0,0.0,0.0,10.52444613
2451,11.1652185,0.0,0.0,0.0,0.0,0.0,0.0,11.1652185
2452,11.66858312,0.0,0.0,0.0,0.0,0.0,0.0,11.66858312
2453,11.7937816,0.0,0.0,0.0,0.0,0.0,0.0,11.7937816
2454,10.22494722,0.0,0.0,0.0,0.0,0.0,0.0,10.22494722
2455,8.042704933,0.0,0.0,0.0,0.0,0.0,0.0,8.042704933
2456,8.267459483,0.6112801847559055,1.1102230246251565e-16,0.0,0.0,0.0,0.0,7.656179298244094
2457,8.254940783,3.578536081591864,0.0,0.0,0.0,0.0,0.0,4.676404701408137
2458,8.512397967,6.367501924540683,0.0,0.0,0.0,0.0,0.0,2.144896042459317
2459,8.72411125,8.175872471110237,0.0,0.0,0.0,0.0,0.0,0.5482387788897629
2460,8.200261933,8.200261933,1.0453508614330715,0.0,0.0,0.0,0.0,0.0
2461,9.337596033,9.337596033,0.39194690769816276,0.0,0.0,0.0,0.0,0.0
2462,9.738228733,9.738228733,0.029519219245408124,0.0,0.0,0.0,0.0,0.0
2463,8.3051907,8.3051907,0.876747075187664,0.0,0.0,0.0,0.0,0.0
2464,8.234353133,7.908437390279528,0.0,0.0,0.0,0.0,0.0,0.32591574272047286
2465,8.459867883,5.97271680521916,0.0,0.0,0.0,0.0,0.0,2.4871510777808394
2466,8.9399947,3.3238360046102366,0.0,0.0,0.0,0.0,0.0,5.616158695389763
2467,9.6319857,0.3693151116233596,0.0,0.0,0.0,0.0,0.0,9.26267058837664
2468,14.07157873,0.0,0.0,0.0,0.0,0.0,0.3537634792310431,13.717815250768957
2469,17.98070258,0.0,0.0,0.0,0.0,0.0,4.262887329231042,13.717815250768957
2470,18.50076777,0.0,0.0,0.0,0.0,0.0,4.782952519231042,13.717815250768957
2471,16.16912635,0.0,0.0,0.0,0.0,0.0,2.4513110992310416,13.717815250768957
2472,11.29232887,0.0,0.0,0.0,0.0,0.0,0.0,11.29232887
2473,7.384387817,0.0,0.0,0.0,0.0,0.0,0.0,7.384387817
2474,10.45138072,0.0,0.0,0.0,0.0,0.0,0.0,10.45138072
2475,10.83689883,0.0,0.0,0.0,0.0,0.0,0.0,10.83689883
2476,10.75316843,0.0,0.0,0.0,0.0,0.0,0.0,10.75316843
2477,10.94381415,0.0,0.0,0.0,0.0,0.0,0.0,10.94381415
2478,7.835028317,0.0,0.0,0.0,0.0,0.0,0.0,7.835028317
2479,7.774689017,0.0,0.0,0.0,0.0,0.0,0.0,7.774689017
2480,7.742328567,0.7386302232467192,0.0,0.0,0.0,0.0,0.0,7.003698343753281
2481,8.743654117,3.9223811855170605,0.0,0.0,0.0,0.0,0.0,4.821272931482939
2482,8.12669585,6.520321970729659,0.0,0.0,0.0,0.0,0.0,1.6063738792703415
2483,8.4633051,8.366897528846458,0.0,0.0,0.0,0.0,0.0,0.09640757115354148
2484,9.113422567,9.113422567,0.4123603121128614,0.0,0.0,0.0,0.0,0.0
2485,8.728871267,8.728871267,1.3190467699251975,0.0,0.0,0.0,0.0,0.0
2486,9.105435933,9.105435933,0.8788070846797904,0.0,0.0,0.0,0.0,0.0
2487,8.171121367,8.171121367,1.1636364543766415,0.0,0.0,0.0,0.0,0.0
2488,8.13860355,8.048522432619423,0.0,0.0,0.0,0.0,0.0,0.090081117380576
2489,8.3977293,6.074596836011811,0.0,0.0,0.0,0.0,0.0,2.3231324639881885
2490,8.314244017,3.3620410161574807,0.0,0.0,0.0,0.0,0.0,4.95220300084252
2491,9.531888183,0.35658010777427823,0.0,0.0,0.0,0.0,0.0,9.175308075225722
2492,15.19758943,0.0,0.0,0.0,0.0,0.0,1.4797741792310433,13.717815250768957
2493,17.7977717,0.0,0.0,0.0,0.0,0.0,4.079956449231041,13.717815250768957
2494,18.56866812,0.0,0.0,0.0,0.0,0.0,4.850852869231044,13.717815250768957
2495,16.41865317,0.0,0.0,0.0,0.0,0.0,2.7008379192310414,13.717815250768957
2496,12.22127877,0.0,0.0,0.0,0.0,0.0,0.0,12.22127877
2497,8.805779367,0.0,0.0,0.0,0.0,0.0,0.0,8.805779367
2498,10.63001428,0.0,0.0,0.0,0.0,0.0,0.0,10.63001428
2499,11.02046748,0.0,0.0,0.0,0.0,0.0,0.0,11.02046748
2500,11.36928477,0.0,0.0,0.0,0.0,0.0,0.0,11.36928477
2501,10.96739573,0.0,0.0,0.0,0.0,0.0,0.0,10.96739573
2502,7.791610917,0.0,0.0,0.0,0.0,0.0,0.0,7.791610917
2503,7.617418483,0.0,0.0,0.0,0.0,0.0,0.0,7.617418483
2504,7.771358533,0.8023052424921261,0.0,0.0,0.0,0.0,0.0,6.9690532905078735
2505,8.397533883,4.1006712394042,0.0,0.0,0.0,0.0,0.0,4.2968626435958
2506,8.447315967,6.736817036164043,0.0,0.0,0.0,0.0,0.0,1.710498930835957
2507,8.624989133,8.596127598129923,0.0,0.0,0.0,0.0,0.0,0.028861534870076255
2508,8.37982105,8.37982105,1.3879269022454075,0.0,0.0,0.0,0.0,0.0
2509,8.904376567,8.904376567,1.3982415469068261,0.0,0.0,0.0,0.0,0.0
2510,9.1989027,9.1989027,1.0400403946614194,0.0,0.0,0.0,0.0,0.0
2511,9.16765875,9.16765875,0.43453415220735003,0.0,0.0,0.0,0.0,0.0
