Load [kWh]
10.0809384
10.57792847
11.02046612
11.5904331
11.80279685
8.572130617
7.8269865
7.571404583
8.451158767
8.804214033
8.850600367
9.0898205
9.008703233
9.421566083
8.58296715
8.2938658
8.167900967
8.374619433
9.3431625
13.82217963
17.90192355
18.40249893
16.22458082
12.51536368
10.61384393
10.30907943
10.72796655
11.129304
11.87439753
11.85696223
9.614486967
7.88779005
8.161003867
8.545913217
8.91050645
8.767652383
8.54736
9.44043225
8.671567567
7.928385033
8.106825483
8.513954783
11.85541425
15.68789085
18.45821752
19.42680908
17.10758645
12.07170412
9.6333439
10.15631543
10.69686827
10.96606818
11.90451395
11.57296465
9.3700984
7.979089283
8.245204483
8.844411567
8.095968917
8.128766967
8.695596083
9.68060375
8.6331896
8.287869217
8.18152345
8.194821383
9.56255075
15.38064123
17.94623455
17.66224777
16.07471115
9.815926883
8.084669767
10.46913242
11.33313275
11.70174778
10.26792875
7.646879867
7.330550517
7.965375833
8.454439817
8.57602605
8.890319983
8.37630755
8.945404717
9.164139183
7.7799643
8.56955115
8.405867817
8.41618545
11.6225772
15.786373
17.47995582
17.62993208
16.23469937
9.79173615
6.789921033
10.70341155
11.47061705
11.6318666
11.7062463
7.7570111
7.076590783
7.715893333
8.630539883
8.8908974
8.86780475
8.25046195
9.238662033
9.354652283
8.280625767
7.985132617
8.1940871
9.313684233
12.75434467
15.63581367
18.26168817
17.96676322
16.72883862
8.838906433
9.854569033
10.21794805
10.69364913
10.94198563
11.4960981
10.99538185
7.478666017
7.9233069
8.850985983
8.537748917
8.385048533
8.39902445
9.029612483
9.594100883
8.934539933
8.111820333
8.779068567
8.696933183
11.5672106
15.36246227
18.1993805
18.58526243
16.6360374
10.684722
7.501212733
10.34066653
10.93515067
11.41283473
11.91564717
7.88292955
7.798153783
8.22557895
8.527672483
8.399083083
8.51026375
8.182117767
9.152285083
9.516354283
8.527798283
7.913191167
8.3026042
10.6610973
13.16069262
15.45246628
17.38418563
18.67817102
17.29487088
12.9285825
10.25726937
10.39043113
10.89043188
11.14588603
10.94728465
11.22539605
9.673768683
7.73736085
8.65503505
8.188596433
8.51215745
8.331793183
8.910409017
9.94010925
9.254612733
8.794765983
8.750149533
10.24583045
12.91249612
15.68101768
17.90097733
18.06252442
16.51041997
8.914398517
6.783358283
10.14941355
10.79023202
11.58319972
11.98236365
11.98556323
9.589683333
8.268199283
8.385185617
8.4198819
8.886192517
9.126587533
9.701375967
9.625168583
8.714786967
8.060486367
8.173201217
8.277249917
12.38174972
15.35207483
17.89350967
18.9547342
16.68718482
12.40701858
9.48566455
10.51171328
11.27724973
11.6105661
11.51896395
11.55212743
8.382418717
7.9704891
8.07645915
8.719511783
8.385613183
8.36514515
8.6538431
9.246714983
8.706552367
8.679497567
8.629317267
8.3333994
9.327464367
13.65890782
17.75931722
17.85272997
16.5702345
11.12359215
6.6626062
10.42439545
11.41021588
11.66399995
11.94794865
11.70489573
8.045150817
8.1020179
8.202533383
8.725096433
8.66478815
8.654397083
9.512902017
9.897813867
8.69775625
8.167985783
8.312054617
9.172305633
13.4642839
15.58046277
18.48675827
18.5245337
16.4837646
12.17396168
9.554194533
10.21566323
11.13791812
11.38805073
11.23669712
7.9051107
7.8775656
8.001721567
8.204793383
8.47151535
9.009165067
8.665867583
8.956619617
9.355088033
8.782754683
8.288719933
8.186138767
8.307749983
9.213005267
14.86202512
17.75185772
17.73250893
16.14967063
8.593218767
6.236981433
10.27971508
10.8228998
11.14673368
11.42994705
11.2860451
7.534678817
7.84920185
8.078327333
8.6501152
8.32087545
8.833271283
8.94956285
9.154452083
8.49226145
8.082366567
7.858094867
8.205612283
12.36093235
15.37839468
17.97542962
18.16769973
16.57857133
12.671614
9.91020765
10.76576112
11.40183312
11.49746512
11.7555477
11.72266008
7.8850988
8.314354583
8.365609083
8.581213183
8.208736583
8.466979333
9.502405783
9.5510036
8.58066425
8.54835135
8.239470983
8.648096717
12.94424187
15.63704087
18.24160255
18.46410358
16.49708085
12.0539946
7.354156
10.77361255
11.12624812
11.82278307
11.40754782
7.972411367
8.085422867
7.760061167
8.277526483
8.580248817
8.91061205
8.670065583
8.923861733
9.1114976
8.503306033
8.774554833
8.197722083
8.270698333
12.1302712
15.59837828
17.76352975
18.03056458
16.42330627
13.14047727
10.19152082
10.33491242
11.43929692
12.01018183
10.10069793
8.367877217
7.599647467
8.225414033
8.258131417
8.59022895
8.48270335
8.717771767
9.205776067
9.484335083
8.742991333
8.1504682
8.139271183
8.066504217
9.29058265
14.0235312
17.73914098
17.90343335
16.8946833
12.45943692
10.18219048
10.956676
11.43086472
11.54691693
11.65359842
11.71831115
9.141513917
7.704010067
8.342803883
9.081887717
8.701022617
9.22140805
9.32825015
9.325039283
8.277160267
8.381868217
8.728986883
8.938133983
10.64258098
15.11161843
18.00932877
18.4521272
17.0976094
8.861953317
7.421303467
10.14301198
10.61440107
11.26808575
11.84838085
11.99567903
8.3347811
7.73369335
8.2934754
8.78622895
8.302625033
9.235826417
9.428662617
9.994698933
8.72121205
7.950305833
8.307909317
8.345321683
12.03544435
15.75616343
18.14305843
18.43073283
16.50786775
8.64961015
8.8124034
10.23838203
10.76949843
10.9432988
11.41305073
11.59904685
8.46805195
7.735516317
7.761173033
8.079767217
8.685796783
8.794295217
9.22021905
9.290573733
8.543906617
8.38990435
8.286636167
9.499470433
12.87261542
15.47415732
17.43257968
18.03580857
16.42741725
9.519426133
5.950992517
10.29943073
10.71206657
11.16948407
11.29626542
8.189495633
7.579650383
8.1067734
8.561036267
8.272997967
8.6973279
8.457751133
8.648866617
9.4590901
8.929144167
8.800775217
8.43555535
8.45814945
10.74279547
15.1088071
17.54348282
18.6978272
16.58461638
11.88303737
10.25787353
10.26006288
10.65660025
11.12071613
9.1819846
7.593511867
7.53196765
7.929571583
8.293891783
8.973865067
8.364530283
8.224631367
8.876816833
9.410520467
8.510345367
8.66020285
8.365924717
8.66765035
9.378640883
13.68641947
17.78869338
17.90732835
16.60540175
11.47985077
9.949282183
10.50445047
10.9292994
11.37053195
11.18449723
11.13404572
7.301390017
7.885450933
8.81529815
8.864065
8.691195467
8.2894742
9.1274232
9.434613617
9.003810683
8.062341367
8.6140341
8.381316617
11.32715963
15.43872823
18.7063258
18.13618912
16.12737345
8.59321055
10.97978318
10.80799555
11.32366505
11.63444817
11.91866497
11.66034463
7.825552567
8.086546917
8.369176933
8.6732489
8.32880025
8.945521433
9.406105
9.97348735
8.518726017
8.483218717
8.40756875
9.15708625
9.3761229
15.3533339
17.5504874
18.09043103
16.66320373
12.65158197
10.14025353
10.58493072
11.10191535
11.59561738
10.07455067
8.185126883
7.3411685
7.933058017
8.59438365
8.561680383
9.005392333
9.259647133
8.907728083
9.806032567
9.28445545
8.874952167
8.083740667
8.405835417
12.26128743
15.49142508
17.82345782
18.1025119
16.33652532
12.47750558
9.3044896
10.36726267
10.97908625
11.78599728
11.98351467
11.72991385
9.6205204
8.184906933
8.7022042
8.558051333
8.281880833
8.31912145
9.12925555
9.522229867
8.549606583
8.412388083
8.16553245
8.122546833
10.52008105
16.14565205
18.37040208
18.181887
16.23518965
11.7350471
10.01444132
10.48492865
11.01829977
11.35310085
11.82839585
11.71204465
9.04966925
7.773704283
8.454884167
